interactor A gene symbol	interactor B gene symbol	interactor A Uniprot AC	interactor B Uniprot AC
HECW2	ZC3H14	Q9P2P5	Q6PJT7
HECW2	RPL24	Q9P2P5	P83731
HECW2	CDT1	Q9P2P5	Q9H211
HECW2	CBX4	Q9P2P5	O00257
HECW2	ZZZ3	Q9P2P5	Q8IYH5
HECW2	BAIAP2	Q9P2P5	Q9UQB8
HECW2	PRDX2	Q9P2P5	P32119
HECW2	TRIM3	Q9P2P5	O75382
HECW2	SERPINB12	Q9P2P5	Q96P63
HECW2	ERCC6	Q9P2P5	P0DP91|Q03468
HECW2	MRPS9	Q9P2P5	P82933
HECW2	ETF1	Q9P2P5	P62495
HECW2	WIZ	Q9P2P5	O95785
HECW2	CDC20	Q9P2P5	Q12834
HECW2	RAD21	Q9P2P5	O60216
HECW2	ELAVL1	Q9P2P5	Q15717
HECW2	SRPK1	Q9P2P5	Q96SB4
HECW2	SNRPB2	Q9P2P5	P08579
HECW2	ANAPC4	Q9P2P5	Q9UJX5
HECW2	CSNK2A1	Q9P2P5	P68400
HECW2	HSD17B12	Q9P2P5	Q53GQ0
HECW2	GSK3B	Q9P2P5	P49841
HECW2	KMT2A	Q9P2P5	Q03164
HECW2	LMNB1	Q9P2P5	P20700
HECW2	LAMB1	Q9P2P5	P07942
HECW2	MED16	Q9P2P5	Q9Y2X0
HECW2	MAP2	Q9P2P5	P11137
HECW2	PSMB1	Q9P2P5	P20618
HECW2	PAK4	Q9P2P5	O96013
HECW2	SNW1	Q9P2P5	Q13573
HECW2	ZNF207	Q9P2P5	O43670
HECW2	MPG	Q9P2P5	P29372
HECW2	SF3A2	Q9P2P5	Q15428
HECW2	ACTL6A	Q9P2P5	O96019
HECW2	SENP3	Q9P2P5	Q9H4L4
HECW2	RNF2	Q9P2P5	Q99496
HECW2	ALDOC	Q9P2P5	P09972
HECW2	MED12	Q9P2P5	Q93074
HECW2	PWP2	Q9P2P5	Q15269
HECW2	LSM14A	Q9P2P5	Q8ND56
HECW2	POP1	Q9P2P5	Q99575
HECW2	CHEK1	Q9P2P5	O14757
HECW2	WBP11	Q9P2P5	Q9Y2W2
HECW2	ZNF638	Q9P2P5	Q14966
HECW2	XRN1	Q9P2P5	Q8IZH2
HECW2	ACTR5	Q9P2P5	Q9H9F9
HECW2	AHCY	Q9P2P5	P23526
HECW2	ARF4	Q9P2P5	P18085
HECW2	CNOT10	Q9P2P5	Q9H9A5
HECW2	CEP55	Q9P2P5	Q53EZ4
HECW2	CFL1	Q9P2P5	P23528
HECW2	CCNA1	Q9P2P5	P78396
HECW2	CCNK	Q9P2P5	O75909
HECW2	CYCS	Q9P2P5	P99999
HECW2	POLR2B	Q9P2P5	P30876
HECW2	DNAJA2	Q9P2P5	O60884
HECW2	EIF3H	Q9P2P5	O15372
HECW2	EIF3I	Q9P2P5	Q13347
HECW2	TUBGCP2	Q9P2P5	Q9BSJ2
HECW2	HMG20A	Q9P2P5	Q9NP66
HECW2	KAT2A	Q9P2P5	Q92830
HECW2	EIF2AK2	Q9P2P5	P19525
HECW2	MECP2	Q9P2P5	P51608
HECW2	SEH1L	Q9P2P5	Q96EE3
HECW2	HSD17B4	Q9P2P5	P51659
HECW2	PRMT5	Q9P2P5	O14744
HECW2	S100A14	Q9P2P5	Q9HCY8
HECW2	MOS	Q9P2P5	P00540
HECW2	RBM15B	Q9P2P5	Q8NDT2
HECW2	RBM42	Q9P2P5	Q9BTD8
HECW2	TADA2B	Q9P2P5	Q86TJ2
HECW2	TSC2	Q9P2P5	P49815
HECW2	USP10	Q9P2P5	Q14694
HECW2	MIOS	Q9P2P5	Q9NXC5
HECW2	YEATS4	Q9P2P5	O95619
HECW2	ZC3H3	Q9P2P5	Q8IXZ2
HECW2	ZC3H7B	Q9P2P5	Q9UGR2
HECW2	UBE2D3	Q9P2P5	P61077
HECW2	UBE2L3	Q9P2P5	P68036
HECW2	HECW2	Q9P2P5	Q9P2P5
HECW2	SPG20	Q9P2P5	-
HECW2	LITAF	Q9P2P5	Q99732
HECW2	AMOT	Q9P2P5	Q4VCS5
HECW2	CBX1	Q9P2P5	P83916
HECW2	CBX5	Q9P2P5	P45973
HECW2	PCNA	Q9P2P5	P12004
TOMM22	TOMM40	Q9NS69	O96008
TOMM22	ELAVL1	Q9NS69	Q15717
TOMM22	PINK1	Q9NS69	Q9BXM7
TOMM22	SND1	Q9NS69	Q7KZF4
TOMM22	HNRNPR	Q9NS69	O43390
TOMM22	FKBP8	Q9NS69	Q14318
TOMM22	SNRPA1	Q9NS69	P09661
TOMM22	ATP5B	Q9NS69	-
TOMM22	ILF3	Q9NS69	Q12906
TOMM22	PARK2	Q9NS69	-
TOMM22	KRTAP5-9	Q9NS69	P26371
TOMM22	FAF2	Q9NS69	Q96CS3
TOMM22	ILK	Q9NS69	Q13418
TOMM22	CLTC	Q9NS69	Q00610
TOMM22	HSD17B12	Q9NS69	Q53GQ0
TOMM22	SSR3	Q9NS69	Q9UNL2
TOMM22	SSR4	Q9NS69	P51571
TOMM22	PPP2R1A	Q9NS69	P30153
TOMM22	SLC25A3	Q9NS69	Q00325
TOMM22	UQCRC2	Q9NS69	P22695
TOMM22	VDAC3	Q9NS69	Q9Y277
TOMM22	HSD17B10	Q9NS69	Q99714
TOMM22	EWSR1	Q9NS69	Q01844
TOMM22	XRCC3	Q9NS69	O43542
TOMM22	STK39	Q9NS69	Q9UEW8
TOMM22	TUBA4A	Q9NS69	P68366
TOMM22	TUBB3	Q9NS69	Q13509
TOMM22	FEM1B	Q9NS69	Q9UK73
TOMM22	DLST	Q9NS69	P36957
TOMM22	SOAT1	Q9NS69	P35610
TOMM22	VDAC1	Q9NS69	P21796
TOMM22	EGLN3	Q9NS69	Q9H6Z9
TOMM22	ESR2	Q9NS69	Q92731
TOMM22	RAB7A	Q9NS69	P51149
TOMM22	DNM1L	Q9NS69	O00429
TOMM22	PRKAR2A	Q9NS69	P13861
TOMM22	PRKACA	Q9NS69	P17612
TOMM22	ARF4	Q9NS69	P18085
TOMM22	EIF2S2	Q9NS69	P20042
TOMM22	RAB6A	Q9NS69	P20340
TOMM22	ATP5C1	Q9NS69	-
TOMM22	NSF	Q9NS69	P46459
TOMM22	EMD	Q9NS69	P50402
TOMM22	HK2	Q9NS69	P52789
TOMM22	RRP1B	Q9NS69	Q14684
TOMM22	KARS	Q9NS69	-
TOMM22	HAGH	Q9NS69	Q16775
TOMM22	IMMT	Q9NS69	Q16891
TOMM22	SCYL2	Q9NS69	Q6P3W7
TOMM22	MTFR2	Q9NS69	Q6P444
TOMM22	MAVS	Q9NS69	Q7Z434
TOMM22	HUWE1	Q9NS69	Q7Z6Z7
TOMM22	NUP93	Q9NS69	Q8N1F7
TOMM22	UBXN4	Q9NS69	Q92575
TOMM22	NUP205	Q9NS69	Q92621
TOMM22	TTC1	Q9NS69	Q99614
TOMM22	CDCA3	Q9NS69	Q99618
TOMM22	RAB1B	Q9NS69	Q9H0U4
TOMM22	TOMM22	Q9NS69	Q9NS69
TOMM22	DDX19A	Q9NS69	Q9NUU7
TOMM22	OCIAD1	Q9NS69	Q9NX40
TOMM22	CHCHD3	Q9NS69	Q9NX63
TOMM22	PHB	Q9NS69	P35232
TOMM22	KRAS	Q9NS69	P01116
TOMM22	NR2C2	Q9NS69	P49116
C11orf70	CUL3	-	Q13618
C11orf70	CUL2	-	Q13617
C11orf70	COPS5	-	Q92905
C11orf70	CCT6B	-	Q92526
C11orf70	FBXO7	-	Q9Y3I1
C14orf166	MEPCE	-	Q7L2J0
C14orf166	TCF3	-	P15923
C14orf166	CUL3	-	Q13618
C14orf166	CUL4B	-	Q13620
C14orf166	CUL5	-	Q93034
C14orf166	CUL2	-	Q13617
C14orf166	CUL1	-	Q13616
C14orf166	COPS5	-	Q92905
C14orf166	DDX1	-	Q92499
C14orf166	RTCB	-	Q9Y3I0
C14orf166	FAM98B	-	Q52LJ0
C14orf166	MCM7	-	P33993
C14orf166	NOTCH1	-	P46531
C14orf166	FN1	-	P02751
C14orf166	ABCF1	-	Q8NE71
C14orf166	YBX3	-	P16989
C14orf166	DHX9	-	Q08211
C14orf166	EIF2B2	-	P49770
C14orf166	EIF2B3	-	Q9NR50
C14orf166	FLII	-	Q13045
C14orf166	IGF2BP3	-	O00425
C14orf166	MRE11A	-	-
C14orf166	NMT1	-	P30419
C14orf166	PRKDC	-	P78527
C14orf166	RFC2	-	P35250
C14orf166	RFC4	-	P35249
C14orf166	RPL26L1	-	Q9UNX3
C14orf166	SYNCRIP	-	O60506
C14orf166	rev	-	-
C14orf166	RPA2	-	P15927
C14orf166	RPA1	-	P27694
C14orf166	HUWE1	-	Q7Z6Z7
C14orf166	FAM98A	-	Q8NCA5
C14orf166	HNRNPA1	-	P09651
C14orf166	ACTR3B	-	Q9P1U1
C14orf166	DDX5	-	P17844
C14orf166	PAFAH1B3	-	Q15102
C14orf166	HIP1R	-	O75146
C14orf166	PSMG1	-	O95456
C14orf166	WARS	-	-
C14orf166	DBN1	-	Q16643
C14orf166	THOC1	-	Q96FV9
C14orf166	Ufl1	-	-
C14orf166	Rrbp1	-	-
C14orf166	DLD	-	P09622
C14orf166	DNM1L	-	O00429
C14orf166	SOD1	-	P00441
C14orf166	G3BP1	-	Q13283
C14orf166	CFTR	-	P13569
C14orf166	EFTUD2	-	Q15029
C14orf166	CHD3	-	Q12873
C14orf166	USP15	-	Q9Y4E8
C14orf166	ESR2	-	Q92731
C14orf166	HEXIM1	-	O94992
C14orf166	SNAI1	-	O95863
C14orf166	WDR76	-	Q9H967
C14orf166	EIF4B	-	P23588
C14orf166	PHB	-	P35232
C14orf166	MAPT	-	P10636
C14orf166	NR2C2	-	P49116
C14orf166	MECOM	-	Q03112
SLC25A43	ELAVL1	Q8WUT9	Q15717
SLC25A43	CUL1	Q8WUT9	Q13616
FOXB1	RANBP2	Q99853	P49792
FOXB1	KRT31	Q99853	Q15323
FOXB1	TRIM27	Q99853	P14373
FOXB1	KRT40	Q99853	Q6A162
FOXB1	KRTAP10-8	Q99853	P60410
FOXB1	KRTAP10-3	Q99853	P60369
FOXB1	DDX39A	Q99853	O00148
FOXB1	SCRIB	Q99853	Q14160
FOXB1	SMPD4	Q99853	Q9NXE4
FOXB1	TLE3	Q99853	Q04726
FOXB1	CCAR2	Q99853	Q8N163
FOXB1	VARS	Q99853	-
FOXB1	NUP205	Q99853	Q92621
FOXB1	SF3B1	Q99853	O75533
FOXB1	COPA	Q99853	P53621
FOXB1	GADD45GIP1	Q99853	Q8TAE8
FOXB1	HUWE1	Q99853	Q7Z6Z7
FOXB1	DYNC1H1	Q99853	Q14204
FOXB1	HNRNPUL2	Q99853	Q1KMD3
FOXB1	RCC1	Q99853	P18754
FOXB1	SATB1	Q99853	Q01826
FOXB1	EIF4G1	Q99853	Q04637
FOXB1	UBR5	Q99853	O95071
FOXB1	DHFR	Q99853	P00374
FOXB1	HK2	Q99853	P52789
FOXB1	IQGAP2	Q99853	Q13576
FOXB1	LRWD1	Q99853	Q9UFC0
FOXB1	NOC2L	Q99853	Q9Y3T9
FOXB1	NUP160	Q99853	Q12769
FOXB1	POLE	Q99853	Q07864
FOXB1	PRPF31	Q99853	Q8WWY3
FOXB1	RANGAP1	Q99853	P46060
FOXB1	SMARCA5	Q99853	O60264
FOXB1	SMC3	Q99853	Q9UQE7
FOXB1	TOMM40	Q99853	O96008
FOXB1	CHD1L	Q99853	Q86WJ1
FOXB1	H2AFY	Q99853	-
FOXB1	LIG4	Q99853	P49917
FOXB1	RPA2	Q99853	P15927
FOXB1	XRCC1	Q99853	P18887
HUWE1	CDK1	Q7Z6Z7	P06493
HUWE1	RUVBL2	Q7Z6Z7	Q9Y230
HUWE1	CDC6	Q7Z6Z7	Q99741
HUWE1	USP50	Q7Z6Z7	Q70EL3
HUWE1	SLX1B	Q7Z6Z7	Q9BQ83
HUWE1	ATM	Q7Z6Z7	Q13315
HUWE1	HUWE1	Q7Z6Z7	Q7Z6Z7
HUWE1	CDKN2A	Q7Z6Z7	P42771|Q8N726
HUWE1	FAF2	Q7Z6Z7	Q96CS3
HUWE1	CALM1	Q7Z6Z7	P0DP23
HUWE1	USP4	Q7Z6Z7	Q13107
HUWE1	PCNA	Q7Z6Z7	P12004
HUWE1	RAD23A	Q7Z6Z7	P54725
HUWE1	SIRT7	Q7Z6Z7	Q9NRC8
HUWE1	RASSF1	Q7Z6Z7	Q9NS23
HUWE1	HSPA4	Q7Z6Z7	P34932
HUWE1	CUL3	Q7Z6Z7	Q13618
HUWE1	UBE2L3	Q7Z6Z7	P68036
HUWE1	UBE2D1	Q7Z6Z7	P51668
HUWE1	UBE2D3	Q7Z6Z7	P61077
HUWE1	SNRNP200	Q7Z6Z7	O75643
HUWE1	TBL1X	Q7Z6Z7	O60907
HUWE1	RANGAP1	Q7Z6Z7	P46060
HUWE1	LSM4	Q7Z6Z7	Q9Y4Z0
HUWE1	UBC	Q7Z6Z7	P0CG48
HUWE1	VCP	Q7Z6Z7	P55072
HUWE1	METTL21B	Q7Z6Z7	-
HUWE1	HDAC11	Q7Z6Z7	Q96DB2
HUWE1	CLK2	Q7Z6Z7	P49760
HUWE1	FBXO6	Q7Z6Z7	Q9NRD1
HUWE1	FAM175B	Q7Z6Z7	-
HUWE1	TXNDC9	Q7Z6Z7	O14530
HUWE1	rev	Q7Z6Z7	-
HUWE1	BRCA1	Q7Z6Z7	P38398
HUWE1	SHFM1	Q7Z6Z7	-
HUWE1	SPRTN	Q7Z6Z7	Q9H040
HUWE1	MRAS	Q7Z6Z7	O14807
HUWE1	RAF1	Q7Z6Z7	P04049
HUWE1	DDB1	Q7Z6Z7	Q16531
HUWE1	UBB	Q7Z6Z7	P0CG47
HUWE1	SRSF2	Q7Z6Z7	Q01130
HUWE1	RPS15A	Q7Z6Z7	P62244
HUWE1	CLTC	Q7Z6Z7	Q00610
HUWE1	RPL13A	Q7Z6Z7	P40429
HUWE1	MDH2	Q7Z6Z7	P40926
HUWE1	AK2	Q7Z6Z7	P54819
HUWE1	PSMA3	Q7Z6Z7	P25788
HUWE1	HSP90B1	Q7Z6Z7	P14625
HUWE1	NUDT21	Q7Z6Z7	O43809
HUWE1	EEF2	Q7Z6Z7	P13639
HUWE1	PARP1	Q7Z6Z7	P09874
HUWE1	PSMA1	Q7Z6Z7	P25786
HUWE1	DDX46	Q7Z6Z7	Q7L014
HUWE1	GANAB	Q7Z6Z7	Q14697
HUWE1	AHCY	Q7Z6Z7	P23526
HUWE1	RFC5	Q7Z6Z7	P40937
HUWE1	MCM4	Q7Z6Z7	P33991
HUWE1	PSMD1	Q7Z6Z7	Q99460
HUWE1	EIF4A3	Q7Z6Z7	P38919
HUWE1	CSE1L	Q7Z6Z7	P55060
HUWE1	LDHA	Q7Z6Z7	P00338
HUWE1	USP15	Q7Z6Z7	Q9Y4E8
HUWE1	ACLY	Q7Z6Z7	P53396
HUWE1	PSMA2	Q7Z6Z7	P25787
HUWE1	BUB3	Q7Z6Z7	O43684
HUWE1	CA2	Q7Z6Z7	P00918
HUWE1	PSMD14	Q7Z6Z7	O00487
HUWE1	NCL	Q7Z6Z7	P19338
HUWE1	YWHAZ	Q7Z6Z7	P63104
HUWE1	ACTN4	Q7Z6Z7	O43707
HUWE1	CANX	Q7Z6Z7	P27824
HUWE1	PPIA	Q7Z6Z7	P62937
HUWE1	RPS7	Q7Z6Z7	P62081
HUWE1	TUFM	Q7Z6Z7	P49411
HUWE1	RPL23	Q7Z6Z7	P62829
HUWE1	PSMD11	Q7Z6Z7	O00231
HUWE1	SET	Q7Z6Z7	Q01105
HUWE1	PSMD2	Q7Z6Z7	Q13200
HUWE1	HSD17B10	Q7Z6Z7	Q99714
HUWE1	EFTUD2	Q7Z6Z7	Q15029
HUWE1	OAT	Q7Z6Z7	P04181
HUWE1	ATP5C1	Q7Z6Z7	-
HUWE1	PSMC1	Q7Z6Z7	P62191
HUWE1	KIF5B	Q7Z6Z7	P33176
HUWE1	RPL7P32	Q7Z6Z7	-
HUWE1	PRDX6	Q7Z6Z7	P30041
HUWE1	TRIM28	Q7Z6Z7	Q13263
HUWE1	PDHB	Q7Z6Z7	P11177
HUWE1	PSMD7	Q7Z6Z7	P51665
HUWE1	CAPNS1	Q7Z6Z7	P04632
HUWE1	DNAJA3	Q7Z6Z7	Q96EY1
HUWE1	DDX1	Q7Z6Z7	Q92499
HUWE1	SHMT2	Q7Z6Z7	P34897
HUWE1	C1QBP	Q7Z6Z7	Q07021
HUWE1	RPS4X	Q7Z6Z7	P62701
HUWE1	ENO1	Q7Z6Z7	P06733
HUWE1	LDHB	Q7Z6Z7	P07195
HUWE1	PSMC4	Q7Z6Z7	P43686
HUWE1	RPLP0	Q7Z6Z7	P05388
HUWE1	XRCC5	Q7Z6Z7	P13010
HUWE1	ERP29	Q7Z6Z7	P30040
HUWE1	ASNA1	Q7Z6Z7	-
HUWE1	OLA1	Q7Z6Z7	Q9NTK5
HUWE1	RBBP4	Q7Z6Z7	Q09028
HUWE1	IDH3A	Q7Z6Z7	P50213
HUWE1	DLD	Q7Z6Z7	P09622
HUWE1	DDX21	Q7Z6Z7	Q9NR30
HUWE1	RPL10A	Q7Z6Z7	P62906
HUWE1	RPL18	Q7Z6Z7	Q07020
HUWE1	PSMD12	Q7Z6Z7	O00232
HUWE1	ADRM1	Q7Z6Z7	Q16186
HUWE1	SSR1	Q7Z6Z7	P43307
HUWE1	NAP1L1	Q7Z6Z7	P55209
HUWE1	CS	Q7Z6Z7	O75390
HUWE1	RPL5	Q7Z6Z7	P46777
HUWE1	SND1	Q7Z6Z7	Q7KZF4
HUWE1	SUB1	Q7Z6Z7	P53999
HUWE1	KPNA2	Q7Z6Z7	P52292
HUWE1	NPM1	Q7Z6Z7	P06748
HUWE1	ARF1	Q7Z6Z7	P84077
HUWE1	TFRC	Q7Z6Z7	P02786
HUWE1	PKM	Q7Z6Z7	P14618
HUWE1	PRMT1	Q7Z6Z7	Q99873
HUWE1	ATP5B	Q7Z6Z7	-
HUWE1	MCM6	Q7Z6Z7	Q14566
HUWE1	SF3A1	Q7Z6Z7	Q15459
HUWE1	RPL8	Q7Z6Z7	P62917
HUWE1	EIF5A	Q7Z6Z7	P63241
HUWE1	ILF3	Q7Z6Z7	Q12906
HUWE1	AHSA1	Q7Z6Z7	O95433
HUWE1	HNRNPH1	Q7Z6Z7	P31943
HUWE1	GTF2A1	Q7Z6Z7	P52655
HUWE1	EIF2S1	Q7Z6Z7	P05198
HUWE1	NDUFS3	Q7Z6Z7	O75489
HUWE1	ANXA5	Q7Z6Z7	P08758
HUWE1	RPS3A	Q7Z6Z7	P61247
HUWE1	TUBB2A	Q7Z6Z7	Q13885
HUWE1	MKL2	Q7Z6Z7	-
HUWE1	YWHAG	Q7Z6Z7	P61981
HUWE1	ACTR1A	Q7Z6Z7	P61163
HUWE1	SRSF3	Q7Z6Z7	P84103
HUWE1	RPL4	Q7Z6Z7	P36578
HUWE1	PCBP2	Q7Z6Z7	Q15366
HUWE1	RPS25	Q7Z6Z7	P62851
HUWE1	GPI	Q7Z6Z7	P06744
HUWE1	MTHFD2	Q7Z6Z7	P13995
HUWE1	NUDC	Q7Z6Z7	Q9Y266
HUWE1	GIGYF2	Q7Z6Z7	Q6Y7W6
HUWE1	RPS13	Q7Z6Z7	P62277
HUWE1	SNRPB	Q7Z6Z7	P14678
HUWE1	NEK9	Q7Z6Z7	Q8TD19
HUWE1	SLC25A3	Q7Z6Z7	Q00325
HUWE1	YWHAE	Q7Z6Z7	P62258
HUWE1	DNAJB1	Q7Z6Z7	P25685
HUWE1	UNC45A	Q7Z6Z7	Q9H3U1
HUWE1	PCBP1	Q7Z6Z7	Q15365
HUWE1	HNRNPK	Q7Z6Z7	P61978
HUWE1	EIF3I	Q7Z6Z7	Q13347
HUWE1	RPS23	Q7Z6Z7	P62266
HUWE1	PRPF19	Q7Z6Z7	Q9UMS4
HUWE1	STAT1	Q7Z6Z7	P42224
HUWE1	PHGDH	Q7Z6Z7	O43175
HUWE1	TUBA1C	Q7Z6Z7	Q9BQE3
HUWE1	RPS14	Q7Z6Z7	P62263
HUWE1	PHB	Q7Z6Z7	P35232
HUWE1	RPA2	Q7Z6Z7	P15927
HUWE1	NONO	Q7Z6Z7	Q15233
HUWE1	GNB2L1	Q7Z6Z7	-
HUWE1	PAICS	Q7Z6Z7	P22234
HUWE1	MCCC2	Q7Z6Z7	Q9HCC0
HUWE1	HSPA5	Q7Z6Z7	P11021
HUWE1	EIF3E	Q7Z6Z7	P60228
HUWE1	TOX4	Q7Z6Z7	O94842
HUWE1	ATG3	Q7Z6Z7	Q9NT62
HUWE1	EEF1B2	Q7Z6Z7	P24534
HUWE1	WWOX	Q7Z6Z7	Q9NZC7
HUWE1	FASN	Q7Z6Z7	P49327
HUWE1	SSR4	Q7Z6Z7	P51571
HUWE1	SNRPA1	Q7Z6Z7	P09661
HUWE1	PAPOLA	Q7Z6Z7	P51003
HUWE1	MRE11A	Q7Z6Z7	-
HUWE1	TCP1	Q7Z6Z7	P17987
HUWE1	CCT2	Q7Z6Z7	P78371
HUWE1	RPL6	Q7Z6Z7	Q02878
HUWE1	PGAM5	Q7Z6Z7	Q96HS1
HUWE1	WDR82	Q7Z6Z7	Q6UXN9
HUWE1	CCT6A	Q7Z6Z7	P40227
HUWE1	EIF5	Q7Z6Z7	P55010
HUWE1	CCT8	Q7Z6Z7	P50990
HUWE1	SAP30BP	Q7Z6Z7	Q9UHR5
HUWE1	CRKL	Q7Z6Z7	P46109
HUWE1	CRK	Q7Z6Z7	P46108
HUWE1	MYOD1	Q7Z6Z7	P15172
HUWE1	CCDC8	Q7Z6Z7	Q9H0W5
HUWE1	FBXW11	Q7Z6Z7	Q9UKB1
HUWE1	U2AF2	Q7Z6Z7	P26368
HUWE1	MED4	Q7Z6Z7	Q9NPJ6
HUWE1	KRAS	Q7Z6Z7	P01116
HUWE1	IFI16	Q7Z6Z7	Q16666
HUWE1	CDC20	Q7Z6Z7	Q12834
HUWE1	CPT1A	Q7Z6Z7	P50416
HUWE1	HTT	Q7Z6Z7	P42858
HUWE1	UQCRC2	Q7Z6Z7	P22695
HUWE1	CSNK2A2	Q7Z6Z7	P19784
HUWE1	DNAJA2	Q7Z6Z7	O60884
HUWE1	KIAA1191	Q7Z6Z7	Q96A73
HUWE1	TEAD2	Q7Z6Z7	Q15562
HUWE1	CRY1	Q7Z6Z7	Q16526
HUWE1	CDC5L	Q7Z6Z7	Q99459
HUWE1	TBP	Q7Z6Z7	P20226
HUWE1	POU5F1	Q7Z6Z7	Q01860
HUWE1	PSMD4	Q7Z6Z7	P55036
HUWE1	CUL4B	Q7Z6Z7	Q13620
HUWE1	MYCN	Q7Z6Z7	P04198
HUWE1	VHL	Q7Z6Z7	P40337
HUWE1	PTP4A3	Q7Z6Z7	O75365
HUWE1	WBP2	Q7Z6Z7	Q969T9
HUWE1	SOD1	Q7Z6Z7	P00441
HUWE1	TES	Q7Z6Z7	Q9UGI8
HUWE1	CFTR	Q7Z6Z7	P13569
HUWE1	PPP5C	Q7Z6Z7	P53041
HUWE1	FBXO7	Q7Z6Z7	Q9Y3I1
HUWE1	RIPK4	Q7Z6Z7	P57078
HUWE1	MAPK6	Q7Z6Z7	Q16659
HUWE1	COPE	Q7Z6Z7	O14579
HUWE1	CDK9	Q7Z6Z7	P50750
HUWE1	HDAC4	Q7Z6Z7	P56524
HUWE1	TRIP4	Q7Z6Z7	Q15650
HUWE1	UBE2M	Q7Z6Z7	P61081
HUWE1	AMBRA1	Q7Z6Z7	Q9C0C7
HUWE1	ESR2	Q7Z6Z7	Q92731
HUWE1	FBXW7	Q7Z6Z7	Q969H0
HUWE1	PPARA	Q7Z6Z7	Q07869
HUWE1	ARNTL	Q7Z6Z7	O00327
HUWE1	ZBTB7A	Q7Z6Z7	O95365
HUWE1	NR2C2	Q7Z6Z7	P49116
H2AFY	RUVBL2	-	Q9Y230
H2AFY	BRCA1	-	P38398
H2AFY	XRCC5	-	P13010
H2AFY	HSPA4	-	P34932
H2AFY	HDAC1	-	Q13547
H2AFY	RCC1	-	P18754
H2AFY	PARP1	-	P09874
H2AFY	TOP1	-	P11387
H2AFY	CUL3	-	Q13618
H2AFY	tat	-	-
H2AFY	CENPA	-	P49450
H2AFY	ERBB2	-	P04626
H2AFY	APP	-	P05067
H2AFY	CBX5	-	P45973
H2AFY	FN1	-	P02751
H2AFY	ATF2	-	P15336
H2AFY	SRPK1	-	Q96SB4
H2AFY	HIST1H3A	-	-
H2AFY	NXF1	-	Q9UBU9
H2AFY	CUL7	-	Q14999
H2AFY	SUZ12	-	Q15022
H2AFY	EED	-	O75530
H2AFY	RNF2	-	Q99496
H2AFY	LUZP4	-	Q9P127
H2AFY	SIRT6	-	Q8N6T7
H2AFY	HIST3H3	-	-
H2AFY	IFI16	-	Q16666
H2AFY	MECP2	-	P51608
H2AFY	CBX1	-	P83916
H2AFY	MAX	-	P61244
H2AFY	RBPJ	-	Q06330
H2AFY	TEAD2	-	Q15562
H2AFY	NFATC2	-	Q13469
H2AFY	PHF12	-	Q96QT6
H2AFY	CDH1	-	P12830
H2AFY	XPC	-	Q01831
H2AFY	CDK15	-	Q96Q40
H2AFY	XRCC6	-	P12956
H2AFY	DLD	-	P09622
H2AFY	DLST	-	P36957
H2AFY	VDAC1	-	P21796
H2AFY	YAP1	-	P46937
H2AFY	UHRF1	-	Q96T88
H2AFY	BARD1	-	Q99728
H2AFY	ESR2	-	Q92731
H2AFY	WDR76	-	Q9H967
H2AFY	CBX8	-	Q9HC52
H2AFY	CETN2	-	P41208
H2AFY	MTA1	-	Q13330
H2AFY	SMARCA5	-	O60264
H2AFY	GATAD2A	-	Q86YP4
H2AFY	SET	-	Q01105
H2AFY	SMARCA4	-	P51532
H2AFY	SMARCC1	-	Q92922
H2AFY	DDB1	-	Q16531
H2AFY	SMARCC2	-	Q8TAQ2
H2AFY	WIZ	-	O95785
H2AFY	SIN3A	-	Q96ST3
H2AFY	MSH6	-	P52701
H2AFY	SMARCE1	-	Q969G3
H2AFY	SMARCB1	-	Q12824
H2AFY	NAP1L1	-	P55209
H2AFY	DNMT3B	-	Q9UBC3
H2AFY	SENP3	-	Q9H4L4
H2AFY	CDC5L	-	Q99459
H2AFY	ANXA2	-	P07355
H2AFY	RBM39	-	Q14498
H2AFY	GTF2I	-	P78347
H2AFY	POLR2B	-	P30876
H2AFY	VPRBP	-	-
H2AFY	CENPB	-	P07199
H2AFY	USP14	-	P54578
H2AFY	NR2C2	-	P49116
H2AFY	PPARG	-	P37231
H2AFY	MECOM	-	Q03112
ANKMY2	TINF2	Q8IV38	Q9BSI4
ANKMY2	ACD	Q8IV38	Q96AP0
ANKMY2	POT1	Q8IV38	Q9NUX5
ANKMY2	AARS	Q8IV38	-
ANKMY2	HSF1	Q8IV38	Q00613
ANKMY2	AGO3	Q8IV38	Q9H9G7
ANKMY2	RPS6KB2	Q8IV38	Q9UBS0
ANKMY2	ARFGEF2	Q8IV38	Q9Y6D5
ANKMY2	HNRNPF	Q8IV38	P52597
ANKMY2	GUCY1B3	Q8IV38	-
ANKMY2	ADCY3	Q8IV38	O60266
ANKMY2	HSP90AB3P	Q8IV38	Q58FF7
ANKMY2	SNX4	Q8IV38	O95219
ANKMY2	AGO4	Q8IV38	Q9HCK5
ANKMY2	PTGES3	Q8IV38	Q15185
ANKMY2	FKBP8	Q8IV38	Q14318
ANKMY2	KLHL26	Q8IV38	Q53HC5
FIBP	FGF1	O43427	P05230
FIBP	GSK3B	O43427	P49841
FIBP	APP	O43427	P05067
FIBP	PCNA	O43427	P12004
FIBP	RPTOR	O43427	Q8N122
FIBP	DAPK1	O43427	P53355
