Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2018	cellular response to interleukin-1 (GO:0071347)	19/150	1.544589213774754e-21	7.1654897799023355e-19	0	0	24.836601307189547	1190.1582355812634	CCL11;CCL3L1;PSMD13;PSMB10;PSMD8;PSMA5;PSMA6;PSMC5;PSMD6;PSMB4;PSMA4;PSMC3;PSME3;PSMD3;PSME4;PSME1;CCL3;PSME2;CCL2
GO_Biological_Process_2018	negative regulation of cell cycle G2/M phase transition (GO:1902750)	15/69	6.353149792324302e-21	2.701676949185909e-18	0	0	42.62574595055413	1982.3246475986966	PSMD13;PSMB10;PSMD8;PSMA5;PSMA6;PSMD6;PSMB4;PSMC5;PSMA4;PSMC3;PSME3;PSMD3;PSME4;PSME1;PSME2
GO_Biological_Process_2018	Wnt signaling pathway, planar cell polarity pathway (GO:0060071)	16/88	6.575567964226973e-21	2.58116333241925e-18	0	0	35.650623885918	1656.7175043190707	PSMD13;PSMB10;PSMD8;PSMA5;CDC42;PSMA6;PSMD6;PSMB4;PSMC5;PSMA4;PSMC3;PSME3;PSMD3;PSME4;PSME1;PSME2
GO_Biological_Process_2018	regulation of establishment of planar polarity (GO:0090175)	16/89	7.984309222208084e-21	2.9102807114948468e-18	0	0	35.25005507821105	1631.2600549682065	PSMD13;PSMB10;PSMD8;PSMA5;CDC42;PSMA6;PSMD6;PSMB4;PSMC5;PSMA4;PSMC3;PSME3;PSMD3;PSME4;PSME1;PSME2
GO_Biological_Process_2018	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process (GO:0031146)	15/72	1.2791706826650555e-20	4.35173866242652e-18	0	0	40.849673202614376	1871.139293141255	PSMD13;PSMB10;PSMD8;PSMA5;PSMA6;PSMD6;PSMB4;PSMC5;PSMA4;PSMC3;PSME3;PSMD3;PSME4;PSME1;PSME2
GO_Biological_Process_2018	regulation of transcription from RNA polymerase II promoter in response to stress (GO:0043618)	16/93	1.6948890273544107e-20	5.405636691618474e-18	0	0	33.733923676997684	1535.7059950842645	PSMD13;PSMB10;PSMD8;PSMA5;PSMA6;PSMD6;PSMB4;PSMC5;PSMA4;PSMC3;BAG3;PSME3;PSMD3;PSME4;PSME1;PSME2
GO_Biological_Process_2018	regulation of hematopoietic stem cell differentiation (GO:1902036)	15/76	3.093828886041962e-20	9.286946356160077e-18	0	0	38.699690402476776	1738.4788086049734	PSMD13;PSMB10;PSMD8;PSMA5;PSMA6;PSMD6;PSMB4;PSMC5;PSMA4;PSMC3;PSME3;PSMD3;PSME4;PSME1;PSME2
GO_Biological_Process_2018	positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition (GO:0051437)	15/76	3.093828886041962e-20	8.771004891928961e-18	0	0	38.699690402476776	1738.4788086049734	PSMD13;PSMB10;PSMD8;PSMA5;PSMA6;PSMD6;PSMB4;PSMC5;PSMA4;PSMC3;PSME3;PSMD3;PSME4;PSME1;PSME2
GO_Biological_Process_2018	stimulatory C-type lectin receptor signaling pathway (GO:0002223)	17/121	3.8047413341121656e-20	1.0218734225249672e-17	0	0	27.54820936639118	1231.8306846115834	LYN;PSMD13;PSMB10;PSMD8;PSMA5;PSMA6;PSMC5;PSMD6;PSMB4;PSMA4;PSMC3;CD209;PSME3;PSMD3;PSME4;PSME1;PSME2
GO_Biological_Process_2018	regulation of hematopoietic progenitor cell differentiation (GO:1901532)	15/77	3.8266597583785187e-20	9.763722373502792e-18	0	0	38.19709702062643	1707.7811139404514	PSMD13;PSMB10;PSMD8;PSMA5;PSMA6;PSMD6;PSMB4;PSMC5;PSMA4;PSMC3;PSME3;PSMD3;PSME4;PSME1;PSME2
GO_Biological_Process_2018	regulation of transcription from RNA polymerase II promoter in response to hypoxia (GO:0061418)	15/78	4.718438469386528e-20	1.1465805480609267e-17	0	0	37.70739064856712	1677.987328347578	PSMD13;PSMB10;PSMD8;PSMA5;PSMA6;PSMD6;PSMB4;PSMC5;PSMA4;PSMC3;PSME3;PSMD3;PSME4;PSME1;PSME2
GO_Biological_Process_2018	tumor necrosis factor-mediated signaling pathway (GO:0033209)	17/123	5.088515917287604e-20	1.1803043966326657e-17	0	0	27.100271002710034	1203.9218330662775	PSMD13;PSMB10;PSMD8;PSMA5;PSMA6;PSMC5;PSMD6;PSMB4;PSMA4;PSMC3;PSME3;PSMD3;PSME4;PSME1;PSME2;BIRC2;BIRC3
GO_Biological_Process_2018	anaphase-promoting complex-dependent catabolic process (GO:0031145)	15/79	5.800556738123918e-20	1.2869670015063631e-17	0	0	37.2300819061802	1649.0598643932806	PSMD13;PSMB10;PSMD8;PSMA5;PSMA6;PSMD6;PSMB4;PSMC5;PSMA4;PSMC3;PSME3;PSMD3;PSME4;PSME1;PSME2
GO_Biological_Process_2018	innate immune response activating cell surface receptor signaling pathway (GO:0002220)	17/124	5.873230114623642e-20	1.2487955531218517e-17	0	0	26.88172043010752	1190.357448987179	LYN;PSMD13;PSMB10;PSMD8;PSMA5;PSMA6;PSMC5;PSMD6;PSMB4;PSMA4;PSMC3;CD209;PSME3;PSMD3;PSME4;PSME1;PSME2
GO_Biological_Process_2018	regulation of mRNA stability (GO:0043488)	17/128	1.0294288182076883e-19	2.101270103725534e-17	0	0	26.041666666666664	1138.5446006221855	PSMD13;SLC11A1;HSPB1;PSMB10;PSMD8;PSMA5;PSMA6;PSMC5;PSMD6;PSMB4;PSMA4;PSMC3;PSME3;PSMD3;PSME4;PSME1;PSME2
GO_Biological_Process_2018	positive regulation of ubiquitin protein ligase activity (GO:1904668)	15/82	1.0592500592540644e-19	2.0789819432205727e-17	0	0	35.86800573888092	1567.128967016596	PSMD13;PSMB10;PSMD8;PSMA5;PSMA6;PSMD6;PSMB4;PSMC5;PSMA4;PSMC3;PSME3;PSMD3;PSME4;PSME1;PSME2
GO_Biological_Process_2018	protein modification by small protein removal (GO:0070646)	21/261	1.5077243086543088e-19	2.849598943356644e-17	0	0	15.776425512733828	683.7268589868497	PSMD13;ADRB2;PSMB10;YY1;PSMD8;PSMA5;PSMA6;COPS6;PSMC5;PSMD6;PSMB4;PSMA4;PSMC3;PSME3;PSMD3;PSME4;PSME1;MDM2;PSME2;BIRC2;BIRC3
GO_Biological_Process_2018	cellular response to hypoxia (GO:0071456)	17/132	1.770373873177623e-19	3.226506383866218e-17	0	0	25.25252525252525	1090.3516670409751	PSMD13;SIRT1;PSMB10;PSMD8;PSMA5;PSMA6;PSMC5;PSMD6;PSMB4;PSMA4;PSMC3;PSME3;PSMD3;PSME4;PSME1;MDM2;PSME2
GO_Biological_Process_2018	positive regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process (GO:2000060)	15/87	2.7407116831903203e-19	4.822707489420761e-17	0	0	33.806626098715356	1444.9255964104948	PSMD13;PSMB10;PSMD8;PSMA5;PSMA6;PSMD6;PSMB4;PSMC5;PSMA4;PSMC3;PSME3;PSMD3;PSME4;PSME1;PSME2
GO_Biological_Process_2018	regulation of stem cell differentiation (GO:2000736)	15/88	3.2903823972867765e-19	5.596940457784807e-17	0	0	33.42245989304812	1422.3968241539246	PSMD13;PSMB10;PSMD8;PSMA5;PSMA6;PSMD6;PSMB4;PSMC5;PSMA4;PSMC3;PSME3;PSMD3;PSME4;PSME1;PSME2
GO_Biological_Process_2018	regulation of primary metabolic process (GO:0080090)	17/139	4.383667800435599e-19	7.216082834071893e-17	0	0	23.980815347721826	1013.698585025428	PSMD13;ODC1;APOA1;PSMB10;PSMD8;PSMA5;PSMA6;PSMC5;PSMD6;PSMB4;PSMA4;PSMC3;PSME3;PSMD3;PSME4;PSME1;PSME2
GO_Biological_Process_2018	negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle (GO:0051436)	14/71	6.043693933565181e-19	9.637803169682224e-17	0	0	38.663352665009654	1621.931563348866	PSMD13;PSMB10;PSMD8;PSMA5;PSMA6;PSMD6;PSMB4;PSMC5;PSMA4;PSMC3;PSME3;PSMD3;PSME1;PSME2
GO_Biological_Process_2018	regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle (GO:0051439)	14/72	7.471698081133751e-19	1.155396221455319e-16	0	0	38.126361655773415	1591.3178720824646	PSMD13;PSMB10;PSMD8;PSMA5;PSMA6;PSMD6;PSMB4;PSMC5;PSMA4;PSMC3;PSME3;PSMD3;PSME1;PSME2
GO_Biological_Process_2018	interleukin-1-mediated signaling pathway (GO:0070498)	15/95	1.1122260123288259e-18	1.6693203943864703e-16	0	0	30.95975232198142	1279.8813699758346	PSMD13;PSMB10;PSMD8;PSMA5;PSMA6;PSMD6;PSMB4;PSMC5;PSMA4;PSMC3;PSME3;PSMD3;PSME4;PSME1;PSME2
GO_Biological_Process_2018	negative regulation of ubiquitin protein ligase activity (GO:1904667)	14/77	2.057472569168041e-18	2.9997950058470044e-16	0	0	35.650623885918	1451.8735598049982	PSMD13;PSMB10;PSMD8;PSMA5;PSMA6;PSMD6;PSMB4;PSMC5;PSMA4;PSMC3;PSME3;PSMD3;PSME1;PSME2
GO_Biological_Process_2018	protein deubiquitination (GO:0016579)	20/257	2.3289210783044147e-18	3.3012456284965086e-16	0	0	15.259021896696419	619.5334793634042	PSMD13;ADRB2;PSMB10;YY1;PSMD8;PSMA5;PSMA6;PSMC5;PSMD6;PSMB4;PSMA4;PSMC3;PSME3;PSMD3;PSME4;PSME1;MDM2;PSME2;BIRC2;BIRC3
GO_Biological_Process_2018	non-canonical Wnt signaling pathway (GO:0035567)	16/127	3.1659100037021604e-18	4.366388851051925e-16	0	0	24.702794503628226	995.3766531099201	PSMD13;PSMB10;PSMD8;CDC42;PSMA5;PSMA6;PSMC5;PSMD6;PSMB4;PSMA4;PSMC3;PSME3;PSMD3;PSME4;PSME1;PSME2
GO_Biological_Process_2018	positive regulation of canonical Wnt signaling pathway (GO:0090263)	15/113	1.694254624616478e-17	2.2752056182678647e-15	0	0	26.028110359187927	1005.1198252543812	PSMD13;PSMB10;PSMD8;PSMA5;PSMA6;PSMC5;PSMD6;PSMB4;PSMA4;PSMC3;PSME3;PSMD3;PSME4;PSME1;PSME2
GO_Biological_Process_2018	regulation of G2/M transition of mitotic cell cycle (GO:0010389)	16/149	4.3382171016494127e-17	5.676390223004347e-15	0	0	21.055402026582442	793.2934991080292	HSP90AA1;PSMD13;PSMB10;PSMD8;PSMA5;PSMA6;PSMC5;PSMD6;PSMB4;PSMA4;PSMC3;PSME3;PSMD3;PSME4;PSME1;PSME2
GO_Biological_Process_2018	MAPK cascade (GO:0000165)	19/278	2.005659514887157e-16	2.5587201261172907e-14	0	0	13.401043870785726	484.3859376332528	PSMD13;PSMB10;IL2;PSMD8;PSMA5;PSMA6;PSMC5;PSMD6;PSMB4;PSMA4;PSMC3;PSME3;IL2RA;PSMD3;PSME4;PSME1;CCL3;PSME2;CCL2
GO_Biological_Process_2018	positive regulation of Wnt signaling pathway (GO:0030177)	15/140	4.582235008270868e-16	5.70320615785518e-14	0	0	21.00840336134453	741.9994667171491	PSMD13;PSMB10;PSMD8;PSMA5;PSMA6;PSMC5;PSMD6;PSMB4;PSMA4;PSMC3;PSME3;PSMD3;PSME4;PSME1;PSME2
GO_Biological_Process_2018	negative regulation of canonical Wnt signaling pathway (GO:0090090)	15/148	1.0659008298551297e-15	1.2950695082739826e-13	0	0	19.872813990461047	685.1143899771316	PSMD13;PSMB10;PSMD8;PSMA5;PSMA6;PSMC5;PSMD6;PSMB4;PSMA4;PSMC3;PSME3;PSMD3;PSME4;PSME1;PSME2
GO_Biological_Process_2018	Fc-epsilon receptor signaling pathway (GO:0038095)	16/182	1.088423544213209e-15	1.2916803130511646e-13	0	0	17.237664296487825	593.9072792117005	LYN;PSMD13;PSMB10;PSMD8;PSMA5;PSMA6;PSMC5;PSMD6;PSMB4;PSMA4;PSMC3;PSME3;PSMD3;PSME4;PSME1;PSME2
GO_Biological_Process_2018	Fc receptor signaling pathway (GO:0038093)	16/183	1.1878500147666488e-15	1.3776360512168656e-13	0	0	17.143469409621773	589.1632946685847	LYN;PSMD13;PSMB10;PSMD8;PSMA5;PSMA6;PSMC5;PSMD6;PSMB4;PSMA4;PSMC3;PSME3;PSMD3;PSME4;PSME1;PSME2
GO_Biological_Process_2018	regulation of mitotic cell cycle phase transition (GO:1901990)	16/184	1.2956841393307866e-15	1.4693058140011124e-13	0	0	17.05029838022165	584.479753560737	HSP90AA1;PSMD13;PSMB10;PSMD8;PSMA5;PSMA6;PSMC5;PSMD6;PSMB4;PSMA4;PSMC3;PSME3;PSMD3;PSME4;PSME1;PSME2
GO_Biological_Process_2018	post-translational protein modification (GO:0043687)	20/357	1.3932674239145467e-15	1.5456181878773763e-13	0	0	10.98478607129126	375.75794740013816	SERPINA1;PSMD13;APOA1;PSMB10;RAB11B;PSMD8;PSMA5;PSMA6;COPS6;PSMC5;PSMD6;PSMB4;PSMA4;PSMC3;PSME3;PSMD3;PSME4;ALB;PSME1;PSME2
GO_Biological_Process_2018	proteasomal protein catabolic process (GO:0010498)	17/237	3.951057032490273e-15	4.2898391567655025e-13	0	0	14.064697609001405	466.45278830710123	PSMD13;SIRT1;PSMB10;PSMD8;PSMA5;PSMA6;PSMC5;PSMD6;PSMB4;PSMA4;PSMC3;PSME3;PSMD3;PSME4;PSME1;PSME2;BIRC2
GO_Biological_Process_2018	T cell receptor signaling pathway (GO:0050852)	15/163	4.572197848763793e-15	4.860817837967007e-13	0	0	18.044027426921687	595.7918147944167	PSMD13;PSMB10;PSMD8;PSMA5;PSMA6;PSMC5;PSMD6;PSMB4;PSMA4;PSMC3;PSME3;PSMD3;PSME4;PSME1;PSME2
GO_Biological_Process_2018	proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161)	18/291	7.626427875637347e-15	7.942379887628038e-13	0	0	12.128562765312312	394.2650919050328	PSMD13;SIRT1;PSMB10;PSMD8;PSMA5;PSMA6;PSMC5;PSMD6;PSMB4;PSMA4;PSMC3;PSME3;PSMD3;PSME4;PSME1;MDM2;PSME2;BIRC2
GO_Biological_Process_2018	ubiquitin-dependent protein catabolic process (GO:0006511)	19/341	8.508752739570956e-15	8.684033046006118e-13	0	0	10.92519119084584	353.95085936175843	RANBP1;PSMD13;SIRT1;PSMB10;PSMD8;PSMA5;PSMA6;PSMC5;PSMD6;PSMB4;PSMA4;PSMC3;PSME3;PSMD3;PSME4;PSME1;MDM2;PSME2;BIRC2
GO_Biological_Process_2018	negative regulation of Wnt signaling pathway (GO:0030178)	15/174	1.2153655841132842e-14	1.2160805050451156e-12	0	0	16.903313049357678	541.6015276894664	PSMD13;PSMB10;PSMD8;PSMA5;PSMA6;PSMC5;PSMD6;PSMB4;PSMA4;PSMC3;PSME3;PSMD3;PSME4;PSME1;PSME2
GO_Biological_Process_2018	protein polyubiquitination (GO:0000209)	17/283	7.372797032791042e-14	7.235266011217826e-12	0	0	11.77856301531213	356.1648309980078	PSMD13;PSMB10;PSMD8;PSMA5;PSMA6;PSMC5;PSMD6;PSMB4;PSMA4;PSMC3;TRIM5;PSME3;PSMD3;PSME4;PSME1;PSME2;BIRC2
GO_Biological_Process_2018	regulation of canonical Wnt signaling pathway (GO:0060828)	15/213	2.4160843692273115e-13	2.3262789690881077e-11	0	0	13.808340237503453	401.1524165758348	PSMD13;PSMB10;PSMD8;PSMA5;PSMA6;PSMC5;PSMD6;PSMB4;PSMA4;PSMC3;PSME3;PSMD3;PSME4;PSME1;PSME2
GO_Biological_Process_2018	antigen receptor-mediated signaling pathway (GO:0050851)	15/257	3.681536285772052e-12	3.4790517900545886e-10	0	0	11.444266422522313	301.3011098867457	PSMD13;PSMB10;PSMD8;PSMA5;PSMA6;PSMC5;PSMD6;PSMB4;PSMA4;PSMC3;PSME3;PSMD3;PSME4;PSME1;PSME2
GO_Biological_Process_2018	protein ubiquitination (GO:0016567)	19/506	9.377743781292275e-12	8.700841184715361e-10	0	0	7.362628846004803	186.95689235869733	PSMD13;SIRT1;PSMB10;PSMD8;PSMA5;PSMA6;PSMC5;PSMD6;PSMB4;PSMA4;PSMC3;PSME3;PSMD3;PSME4;PSME1;MDM2;PSME2;BIRC2;BIRC3
GO_Biological_Process_2018	transmembrane transport (GO:0055085)	16/378	8.361500530743295e-11	7.619417358639829e-09	0	0	8.299616142753397	192.5909170878374	PSMD13;APOA1;PSMB10;PSMD8;PSMA5;PSMA6;PSMC5;PSMD6;PSMB4;PSMA4;PSMC3;PSME3;PSMD3;PSME4;PSME1;PSME2
GO_Biological_Process_2018	cellular protein modification process (GO:0006464)	23/1001	9.001884106915772e-10	8.059055192559856e-08	0	0	4.5052986229456815	93.8382385602483	LYN;SERPINA1;CCL11;PSMD13;APOA1;PSMB10;RAB11B;PSMD8;PSMA5;PSMA6;COPS6;PSMC5;PSMD6;PSMB4;PSMA4;PSMC3;PSME3;PSMD3;PSME4;ALB;PSME1;PSME2;CCL2
GO_Biological_Process_2018	proteasomal ubiquitin-independent protein catabolic process (GO:0010499)	6/24	1.8941808402511992e-09	1.6665525565175633e-07	0	0	49.01960784313725	984.533302261924	PSMA5;PSMA6;PSMB4;PSMA4;PSME4;PSMB10
GO_Biological_Process_2018	protein stabilization (GO:0050821)	10/152	5.589286065526202e-09	4.834258778369528e-07	0	0	12.89989680082559	245.12918310500075	CCT3;HSP90AA1;CDKN1A;HSP90AB1;TAF9;APOA1;PPIB;CCT7;CCT5;HSPD1
GO_Biological_Process_2018	negative regulation of programmed cell death (GO:0043069)	14/408	2.0164096773552163e-08	1.7149564305906109e-06	0	0	6.728181468665898	119.21908440013522	HSPA9;IL10;TAF9;HSPB1;SIRT1;IL2;HSPD1;PSMC5;BAG3;ARHGDIA;ALB;CD28;BIRC2;BIRC3
GO_Biological_Process_2018	nuclear export (GO:0051168)	8/92	2.2645331450539625e-08	1.8944119080672737e-06	0	0	17.05029838022165	300.1417241813531	RANBP1;ALYREF;SRSF1;NUTF2;U2AF1;NUP88;RAN;SRSF9
GO_Biological_Process_2018	nuclear import (GO:0051170)	7/71	7.415005156213299e-08	6.103027630992979e-06	0	0	19.331676332504827	317.3715148050448	RANBP1;NUTF2;NUP88;SNRPD3;IPO7;KPNB1;RAN
GO_Biological_Process_2018	response to unfolded protein (GO:0006986)	6/43	7.934230886637807e-08	6.426727018176623e-06	0	0	27.359781121751023	447.3185860840328	HSPA9;HSP90AA1;HSP90AB1;HSPH1;HSPB1;HSPD1
GO_Biological_Process_2018	cellular response to interferon-gamma (GO:0071346)	8/116	1.397962734798432e-07	1.1146568493244373e-05	0	0	13.52265043948614	213.42906914919837	CCL11;IFNG;CCL3L1;TRIM5;HLA-B;CCL3;HLA-C;CCL2
GO_Biological_Process_2018	regulation of cellular response to heat (GO:1900034)	7/78	1.430773213419652e-07	1.1232670320123822e-05	0	0	17.596782302664653	277.3231888107639	HSP90AA1;HSP90AB1;HSPH1;DNAJC7;BAG3;NUP88;SIRT1
GO_Biological_Process_2018	negative regulation of apoptotic process (GO:0043066)	14/485	1.7067112329059197e-07	1.3195980941695316e-05	0	0	5.659995957145744	88.20270201349989	HSPA9;IL10;TAF9;HSPB1;SIRT1;IL2;HSPD1;BAG3;ARHGDIA;ALB;CD28;CCL2;BIRC2;BIRC3
GO_Biological_Process_2018	regulation of inflammatory response (GO:0050727)	9/166	1.7799454494368524e-07	1.355680840071083e-05	0	0	10.630758327427355	165.21806803870726	IL10;PSMA6;CCL3L1;CCL3;APOA1;BIRC2;IL2;TLR3;BIRC3
GO_Biological_Process_2018	protein import (GO:0017038)	6/56	4.005529984342458e-07	3.0059146338381708e-05	0	0	21.00840336134453	309.46259975883726	RANBP1;NUTF2;NUP88;IPO7;KPNB1;RAN
GO_Biological_Process_2018	protein localization to nucleus (GO:0034504)	7/96	5.989668929788796e-07	4.429750804161193e-05	0	0	14.297385620915033	204.85379202596218	RANBP1;MDM2;NUTF2;NUP88;IPO7;KPNB1;RAN
GO_Biological_Process_2018	mRNA metabolic process (GO:0016071)	7/97	6.42875656891235e-07	4.686563538737103e-05	0	0	14.149989892864358	201.74085623073776	SF3A3;SFPQ;SRSF1;U2AF1;SNRPD3;PRPF8;SRSF9
GO_Biological_Process_2018	establishment of protein localization to organelle (GO:0072594)	6/62	7.399056104384506e-07	5.317941309954104e-05	0	0	18.975332068311197	267.86989017733174	RANBP1;NUTF2;NUP88;IPO7;KPNB1;RAN
GO_Biological_Process_2018	protein import into nucleus (GO:0006606)	7/103	9.671252054913046e-07	6.854499893919621e-05	0	0	13.325718636969347	184.54704949781532	RANBP1;IFNG;NUP88;NUTF2;IPO7;RAN;KPNB1
GO_Biological_Process_2018	regulation of cellular response to stress (GO:0080135)	7/104	1.0326176684300405e-06	7.218421865751363e-05	0	0	13.197586726998491	181.90779577331216	HSP90AA1;HSPH1;HSP90AB1;DNAJC7;BAG3;NUP88;SIRT1
GO_Biological_Process_2018	regulation of endopeptidase activity (GO:0052548)	6/68	1.2852728090784566e-06	8.863171817199141e-05	0	0	17.301038062283734	234.6806152139333	SERPINA1;PSME3;PSME1;PSME2;BIRC2;BIRC3
GO_Biological_Process_2018	termination of RNA polymerase II transcription (GO:0006369)	6/68	1.2852728090784566e-06	8.744996192969818e-05	0	0	17.301038062283734	234.6806152139333	ALYREF;SRSF1;MAZ;U2AF1;SNRPD3;SRSF9
GO_Biological_Process_2018	RNA export from nucleus (GO:0006405)	7/119	2.558434514290489e-06	0.00017178541218979432	0	0	11.534025374855824	148.51343719009674	RANBP1;ALYREF;SRSF1;NUP88;U2AF1;RAN;SRSF9
GO_Biological_Process_2018	regulation of apoptotic process (GO:0042981)	16/815	3.566628204766571e-06	0.00023637017829771182	0	0	3.8493925177432935	48.286355881854355	HSPA9;IL10;GADD45A;SIGMAR1;TAF9;HSPB1;SIRT1;IL2;HSPD1;BAG3;ARHGDIA;ALB;CD28;BAX;BIRC2;BIRC3
GO_Biological_Process_2018	cellular response to cytokine stimulus (GO:0071345)	12/456	3.6085979058570715e-06	0.00023608557837934155	0	0	5.159958720330237	64.66558953969262	IL10;FCER2;HSP90AA1;CDKN1A;IL4R;CCL11;CCL3L1;IL2RA;CCL3;CCL2;SIRT1;IL2
GO_Biological_Process_2018	protein catabolic process (GO:0030163)	6/81	3.612671858802542e-06	0.00023336031006923253	0	0	14.524328249818444	182.00527134765946	PSMA5;PSMA6;HSP90AA1;PSMB4;PSMA4;PSMB10
GO_Biological_Process_2018	interleukin-12-mediated signaling pathway (GO:0035722)	5/46	3.628724389044648e-06	0.0002314672569661855	0	0	21.312872975277067	266.9784607720044	CDC42;HSPA9;IL10;IFNG;PSME2
GO_Biological_Process_2018	cellular response to interleukin-12 (GO:0071349)	5/46	3.628724389044648e-06	0.00022860963650981285	0	0	21.312872975277067	266.9784607720044	CDC42;HSPA9;IL10;IFNG;PSME2
GO_Biological_Process_2018	neutrophil degranulation (GO:0043312)	12/479	5.955521050564102e-06	0.0003706222429393734	0	0	4.912194522903106	59.099554763547026	PSMA5;PSMD6;HSP90AA1;SERPINA1;HSP90AB1;PSMC3;CXCR1;PSMD13;SLC11A1;PSMD3;ILF2;KPNB1
GO_Biological_Process_2018	eosinophil migration (GO:0072677)	4/24	6.263603083003844e-06	0.000385098391958658	0	0	32.6797385620915	391.5279400675058	CCL11;CCL3L1;CCL3;CCL2
GO_Biological_Process_2018	positive regulation of endopeptidase activity (GO:0010950)	4/24	6.263603083003844e-06	0.0003805138872924835	0	0	32.6797385620915	391.5279400675058	LYN;PSME3;PSME1;PSME2
GO_Biological_Process_2018	eosinophil chemotaxis (GO:0048245)	4/24	6.263603083003844e-06	0.0003760372533243367	0	0	32.6797385620915	391.5279400675058	CCL11;CCL3L1;CCL3;CCL2
